Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
front_right_hinge_UL,-1.01881295276112,-1.36807481872377,2.48445802704719,0,0,0,0.0149562489565371,2.7738305323787E-05,6.53538296215077E-08,-1.41295179953754E-07,2.61494686866927E-05,9.67139193493774E-06,6.47198136297934E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_hinge_UL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_hinge_UL.STL,,robot leg  with 2 same linear actuators-1/STRAP HINGE right-2,Coordinate System5,Axis11 <robot leg  with 2 same linear actuators-1>,front_right_hinge_UL_j,revolute,1.8,2.54999999999993,0.3904,1.5707963267949,-1.5707963267949,0,front_right_hinge_UU,1,0,0,100,0.5,-0.5,0.5,,,,,,,,
front_right_tube_U,-1.01905295856906,-1.13541703358023,1.86626920247823,0,0,0,0.182771131041884,0.0288040348348786,1.02559635126669E-10,9.55764863532397E-10,0.0253156864476459,0.00938951251461396,0.00352488883961894,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_tube_U.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_tube_U.STL,,robot leg  with 2 same linear actuators-1/carbon fiber leg 1400 mm upper-1,Coordinate System5,Axis1,front_right_tube_U_j,fixed,0,0,0,0,0,0,front_right_hinge_UL,0,0,0,,,,,,,,,,,,
front_right_hinge_LU,-1.0191,-0.90935,1.2515,0,0,0,0.012408,2.1548E-05,1.4246E-09,-3.7426E-09,2.1605E-05,6.6632E-06,4.7966E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_hinge_LU.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_hinge_LU.STL,,robot leg  with 2 same linear actuators-1/STRAP HINGE-3,Coordinate System5,Axis1,front_right_hinge_LU_j,fixed,0,0,0,0,0,0,front_right_tube_U,0,0,0,,,,,,,,,,,,
front_right_hinge_LL,-1.01881238895647,-0.916637629379715,1.16058737041912,0,0,0,0.0149300118627485,2.7731757510046E-05,-7.69471635966757E-08,-1.35726947664422E-07,2.22963747944102E-05,-1.24251026830661E-05,1.03187743356159E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_hinge_LL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_hinge_LL.STL,,robot leg  with 2 same linear actuators-1/STRAP HINGE right-3,Coordinate System5,Axis3 <robot leg  with 2 same linear actuators-1>,front_right_hinge_LL_j,revolute,0,0,0,0,0,0,front_right_hinge_LU,-1,0,0,100,0.5,-0.5,0.5,,,,,,,,
front_right_tube_L,-1.01905401462191,-1.2898920051266,0.602381597899897,0,0,0,0.185067675197643,0.0297078291872728,1.92332160380997E-09,-3.37902688132913E-10,0.0204240923383626,-0.0137570481564283,0.0093211460475284,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_tube_L.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_tube_L.STL,,robot leg  with 2 same linear actuators-1/carbon fiber leg 1400 mm lower-1,Coordinate System5,Axis7,front_right_tube_L_j,fixed,0,0,0,0,0,0,front_right_hinge_LL,0,0,0,,,,,,,,,,,,
front_right_base,-1.019054,-1.68286005182839,0.0200524252697623,0,0,0,0.00526659250823869,1.57167590827308E-06,1.6735813200145E-23,2.47803902844208E-23,1.66436600986032E-06,1.37354397942838E-07,1.77521685073805E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_right_base.STL,,robot leg  with 2 same linear actuators-1/leg support-1,Coordinate System5,Axis12 <robot leg  with 2 same linear actuators-1>,front_right_base_j,fixed,0,0,0,0,0,0,front_right_tube_L,0,0,0,,,,,,,,,,,,
front_H_chassis,3.33066907387547E-15,-1.78095,2.54999999999993,0,0,0,0.887094999999992,0.000363660529397912,3.51367122001287E-19,-1.59026852454419E-17,0.29588016359803,-2.07539418893581E-20,0.29588016359803,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_H_chassis.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_H_chassis.STL,,u frame channel horizontal frame-1,Coordinate System5,Axis1 <u frame channel horizontal frame-1>,front_H_chassis_j,fixed,0,0,0,0,0,0,front_right_chassis,0,0,0,,,,,,,,,,,,
front_left_chassis,1.0191,-1.0491,2.55,0,0,0,0.66432,0.1245,1.0344E-07,3.2998E-09,0.00027242,1.0618E-05,0.1245,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_chassis.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_chassis.STL,,robot leg  with 2 same linear actuators 4-1/u frame channel 2-1,Coordinate System5,Axis5 <robot leg  with 2 same linear actuators 4-1>,front_left_chassis_j,fixed,0,0,0,0,0,0,front_H_chassis,0,0,0,,,,,,,,,,,,
front_left_hinge_UU,1.019,-1.4407,2.5293,0,0,0,0.012408,2.1548E-05,4.0856E-09,3.504E-11,2.4842E-06,4.3883E-07,2.3916E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_hinge_UU.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_hinge_UU.STL,,robot leg  with 2 same linear actuators 4-1/STRAP HINGE-2,Coordinate System5,Axis5 <robot leg  with 2 same linear actuators 4-1>,front_left_hinge_UU_j,fixed,0,0,0,0,0,0,front_left_chassis,0,0,0,,,,,,,,,,,,
front_left_hinge_UL,1.01928704723881,-1.36807481872265,2.48445802704774,0,0,0,0.0149562489565401,2.77383053237921E-05,6.53538296214575E-08,-1.41295179953754E-07,2.61494686867022E-05,9.67139193493422E-06,6.47198136297507E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_hinge_UL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_hinge_UL.STL,,robot leg  with 2 same linear actuators 4-1/STRAP HINGE right-2,Coordinate System5,Axis11 <robot leg  with 2 same linear actuators 4-1>,front_left_hinge_UL_j,revolute,0,0,0,0,0,0,front_left_hinge_UU,1,0,0,100,0.5,-0.5,0.5,,,,,,,,
front_left_tube_U,1.01904704143088,-1.13541703357928,1.86626920247869,0,0,0,0.182771131041863,0.0288040348348771,1.02559629888989E-10,9.55764876122744E-10,0.0253156864476499,0.0093895125146074,0.00352488883961341,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_tube_U.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_tube_U.STL,,robot leg  with 2 same linear actuators 4-1/carbon fiber leg 1400 mm upper-1,Coordinate System5,Axis2,front_left_tube_U_j,fixed,0,0,0,0,0,0,front_left_hinge_UL,0,0,0,,,,,,,,,,,,
front_left_hinge_LU,1.01904868903418,-0.90935438458095,1.25148513693114,0,0,0,0.0124080543656926,2.15480311497011E-05,1.42460075677455E-09,-3.7426146945005E-09,2.16045137326273E-05,6.6631668917379E-06,4.79656409041984E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_hinge_LU.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_hinge_LU.STL,,robot leg  with 2 same linear actuators 4-1/STRAP HINGE-3,Coordinate System5,Axis2,front_left_hinge_LU_j,fixed,0,0,0,0,0,0,front_left_tube_U,0,0,0,,,,,,,,,,,,
front_left_hinge_LL,1.01928761104351,-0.916637629378995,1.16058737041962,0,0,0,0.0149300118627532,2.77317575100516E-05,-7.69471635967437E-08,-1.35726947664432E-07,2.22963747944045E-05,-1.24251026830724E-05,1.03187743356279E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_hinge_LL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_hinge_LL.STL,,robot leg  with 2 same linear actuators 4-1/STRAP HINGE right-3,Coordinate System5,Axis3 <robot leg  with 2 same linear actuators 4-1>,front_left_hinge_LL_j,revolute,0,0,0,0,0,0,front_left_hinge_LU,-1,0,0,100,0.5,-0.5,0.5,,,,,,,,
front_left_tube_L,1.01904598537803,-1.28989200512613,0.60238159790054,0,0,0,0.185067675197645,0.0297078291872729,1.92332160620766E-09,-3.37902684214976E-10,0.0204240923383516,-0.013757048156433,0.00932114604753944,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_tube_L.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_tube_L.STL,,robot leg  with 2 same linear actuators 4-1/carbon fiber leg 1400 mm lower-1,Coordinate System5,Axis8,front_left_tube_L_j,fixed,0,0,0,0,0,0,front_left_hinge_LL,0,0,0,,,,,,,,,,,,
front_left_base,1.01904599999994,-1.68286005182795,0.0200524252708765,0,0,0,0.00526659250823878,1.57167590827311E-06,6.98764716172851E-23,1.03549426819276E-22,1.66436600986045E-06,1.37354397942877E-07,1.77521685073795E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/front_left_base.STL,,robot leg  with 2 same linear actuators 4-1/leg support-1,Coordinate System5,Axis12 <robot leg  with 2 same linear actuators 4-1>,front_left_base_j,fixed,0,0,0,0,0,0,front_left_tube_L,0,0,0,,,,,,,,,,,,
mid_left_chassis,1.01905041137195,0.450918359101979,2.5500260202222,0,0,0,0.664323169148684,0.124497537684335,1.03440379130001E-07,3.29978112884356E-09,0.000272415804836349,1.06181136709885E-05,0.124497811349336,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_chassis.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_chassis.STL,,robot leg  with 2 same linear actuators 5-1/u frame channel 2-1,Coordinate System5,Axis5 <robot leg  with 2 same linear actuators 5-1>,mid_left_chassis_j,fixed,0,0,0,0,0,0,front_left_chassis,0,0,0,,,,,,,,,,,,
mid_left_hinge_UU,1.01904911464804,0.0593104196306042,2.52925907191911,0,0,0,0.0124075021216381,2.15475302244532E-05,4.08560226277614E-09,3.50399838246493E-11,2.48420344050468E-06,4.38826489428074E-07,2.3915646135841E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_hinge_UU.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_hinge_UU.STL,,robot leg  with 2 same linear actuators 5-1/STRAP HINGE-2,Coordinate System5,Axis5 <robot leg  with 2 same linear actuators 5-1>,mid_left_hinge_UU_j,fixed,0,0,0,0,0,0,mid_left_chassis,0,0,0,,,,,,,,,,,,
mid_left_hinge_UL,1.01928704723888,0.13192518127716,2.4844580270478,0,0,0,0.0149562489565409,2.77383053237923E-05,6.53538296214323E-08,-1.41295179953746E-07,2.61494686867024E-05,9.6713919349343E-06,6.4719813629752E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_hinge_UL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_hinge_UL.STL,,robot leg  with 2 same linear actuators 5-1/STRAP HINGE right-2,Coordinate System5,Axis11 <robot leg  with 2 same linear actuators 5-1>,mid_left_hinge_UL_j,revolute,0,0,0,0,0,0,mid_left_hinge_UU,1,0,0,100,0.5,-0.5,0.5,,,,,,,,
mid_left_tube_U,1.01904704143094,0.364582966420517,1.86626920247879,0,0,0,0.182771131041847,0.0288040348348749,1.02559631457837E-10,9.55764872211818E-10,0.025315686447648,0.00938951251460667,0.00352488883961306,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_tube_U.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_tube_U.STL,,robot leg  with 2 same linear actuators 5-1/carbon fiber leg 1400 mm upper-1,Coordinate System5,Axis4,mid_left_tube_U_j,fixed,0,0,0,0,0,0,mid_left_hinge_UL,0,0,0,,,,,,,,,,,,
mid_left_hinge_LU,1.01904868903421,0.590645615418862,1.25148513693118,0,0,0,0.0124080543656932,2.15480311497013E-05,1.42460075676472E-09,-3.74261469425976E-09,2.16045137326279E-05,6.66316689173787E-06,4.79656409042013E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_hinge_LU.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_hinge_LU.STL,,robot leg  with 2 same linear actuators 5-1/STRAP HINGE-3,Coordinate System5,Axis4,mid_left_hinge_LU_j,fixed,0,0,0,0,0,0,mid_left_tube_U,0,0,0,,,,,,,,,,,,
mid_left_hinge_LL,1.01928761104353,0.583362370620837,1.16058737041962,0,0,0,0.0149300118627508,2.77317575100478E-05,-7.69471635969107E-08,-1.35726947664714E-07,2.22963747944019E-05,-1.24251026830717E-05,1.03187743356258E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_hinge_LL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_hinge_LL.STL,,robot leg  with 2 same linear actuators 5-1/STRAP HINGE right-3,Coordinate System5,Axis3 <robot leg  with 2 same linear actuators 5-1>,mid_left_hinge_LL_j,revolute,0,0,0,0,0,0,mid_left_hinge_LU,-1,0,0,100,0.5,-0.5,0.5,,,,,,,,
mid_left_tube_L,1.01904598537809,0.210107994873732,0.602381597900553,0,0,0,0.185067675197624,0.0297078291872714,1.92332161057931E-09,-3.37902678304202E-10,0.0204240923383506,-0.0137570481564323,0.00932114604753906,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_tube_L.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_tube_L.STL,,robot leg  with 2 same linear actuators 5-1/carbon fiber leg 1400 mm lower-1,Coordinate System5,Axis10,mid_left_tube_L_j,fixed,0,0,0,0,0,0,mid_left_hinge_LL,0,0,0,,,,,,,,,,,,
mid_left_base,1.019046,-0.182860051828272,0.0200524252706238,0,0,0,0.00526659250823878,1.57167590827311E-06,6.98764716172851E-23,1.03549426819276E-22,1.66436600986045E-06,1.37354397942877E-07,1.77521685073795E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/mid_left_base.STL,,robot leg  with 2 same linear actuators 5-1/leg support-1,Coordinate System5,Axis12 <robot leg  with 2 same linear actuators 5-1>,mid_left_base_j,fixed,0,0,0,0,0,0,mid_left_tube_L,0,0,0,,,,,,,,,,,,
rear_left_chassis,1.01905103075279,1.50060706291822,2.5500651974849,0,0,0,0.26513041914869,0.00799926371863007,-1.96224566100888E-08,3.31048764448459E-09,0.000108767889226285,2.83410622335786E-06,0.00799953806067319,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_chassis.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_chassis.STL,,robot leg  with 2 same linear actuators 6-1/u frame channel 2-1,Coordinate System5,Axis5 <robot leg  with 2 same linear actuators 6-1>,rear_left_chassis_j,fixed,0,0,0,0,0,0,mid_left_chassis,0,0,0,,,,,,,,,,,,
rear_left_hinge_UU,1.01904911464804,1.5593104196306,2.52925907191911,0,0,0,0.0124075021216377,2.15475302244526E-05,4.08560226169684E-09,3.50399839464629E-11,2.48420344050472E-06,4.38826489428027E-07,2.39156461358404E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_hinge_UU.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_hinge_UU.STL,,robot leg  with 2 same linear actuators 6-1/STRAP HINGE-2,Coordinate System5,Axis5 <robot leg  with 2 same linear actuators 6-1>,rear_left_hinge_UU_j,fixed,0,0,0,0,0,0,rear_left_chassis,0,0,0,,,,,,,,,,,,
rear_left_hinge_UL,1.01928704723888,1.63192518127715,2.48445802704798,0,0,0,0.014956248956542,2.77383053237938E-05,6.53538296214963E-08,-1.41295179953914E-07,2.61494686867039E-05,9.67139193493482E-06,6.47198136297561E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_hinge_UL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_hinge_UL.STL,,robot leg  with 2 same linear actuators 6-1/STRAP HINGE right-2,Coordinate System5,Axis11 <robot leg  with 2 same linear actuators 6-1>,rear_left_hinge_UL_j,revolute,0,0,0,0,0,0,rear_left_hinge_UU,1,0,0,100,0.5,-0.5,0.5,,,,,,,,
rear_left_tube_U,1.01904704143094,1.86458296642052,1.86626920247894,0,0,0,0.182771131041871,0.028804034834878,1.02559630062114E-10,9.55764876484424E-10,0.0253156864476508,0.00938951251460765,0.00352488883961346,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_tube_U.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_tube_U.STL,,robot leg  with 2 same linear actuators 6-1/carbon fiber leg 1400 mm upper-1,Coordinate System5,Axis6,rear_left_tube_U_j,fixed,0,0,0,0,0,0,rear_left_hinge_UL,0,0,0,,,,,,,,,,,,
rear_left_hinge_LU,1.01904868903421,2.09064561541886,1.25148513693136,0,0,0,0.0124080543656941,2.15480311497028E-05,1.42460075680353E-09,-3.74261469444835E-09,2.16045137326291E-05,6.66316689173822E-06,4.79656409042017E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_hinge_LU.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_hinge_LU.STL,,robot leg  with 2 same linear actuators 6-1/STRAP HINGE-3,Coordinate System5,Axis6,rear_left_hinge_LU_j,fixed,0,0,0,0,0,0,rear_left_tube_U,0,0,0,,,,,,,,,,,,
rear_left_hinge_LL,1.01928761104353,2.08336237062083,1.1605873704198,0,0,0,0.014930011862747,2.77317575100445E-05,-7.69471635972882E-08,-1.35726947665315E-07,2.22963747943986E-05,-1.24251026830692E-05,1.0318774335625E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_hinge_LL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_hinge_LL.STL,,robot leg  with 2 same linear actuators 6-1/STRAP HINGE right-3,Coordinate System5,Axis3 <robot leg  with 2 same linear actuators 6-1>,rear_left_hinge_LL_j,revolute,0,0,0,0,0,0,rear_left_hinge_LU,-1,0,0,100,0.5,-0.5,0.5,,,,,,,,
